"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Species","Number","Stratum","TreeSp"
"40",2017,19,7,2,8,"9","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","59-.004-.004-.","Mycetophagidae","Mycetophagus","salicis","Mycetophagus salicis",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","o","492.002-.002-.","Cerylonidae","Cerylon","histeroides","Cerylon histeroides",1,"Understorey","Ground"
"40",2017,21,6,5,7,"7","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",9,"Understorey","Ground"
"40",2017,21,6,5,7,"7","o","37-.001-.002-.","Throscidae","Trixagus","dermestoides","Trixagus dermestoides",18,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",20,"Understorey","Ground"
"40",2017,7,6,21,6,"6","o","27-.009-.022-.","Cantharidae","Malthodes","pumilus","Malthodes pumilus",1,"Understorey","Ground"
"40",2017,21,6,5,7,"7","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",4,"Understorey","Ground"
"40",2017,21,6,5,7,"7","u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","Nemozoma elongatum",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","o","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",3,"Understorey","Ground"
"40",2017,21,6,5,7,"7","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","o","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","55-.014-.036-.","Cryptophagidae","Atomaria","testacea","Atomaria testacea",1,"Understorey","Ground"
"40",2017,13,9,27,9,"13","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Understorey","Ground"
"40",2017,13,9,27,9,"13","u","37-.001-.002-.","Throscidae","Trixagus","dermestoides","Trixagus dermestoides",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",12,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",2,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",3,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","o","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",4,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","54-.001-.001-.","Erotylidae","Tritoma","bipustulata","Tritoma bipustulata",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","80-.005-.006-.","Melandryidae","Orchesia","undulata","Orchesia undulata",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","o","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","Placonotus testaceus",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","Nemozoma elongatum",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","23-.114-.007-.","Staphylinidae","Tachyporus","hypnorum","Tachyporus hypnorum",1,"Understorey","Ground"
"40",2017,30,8,13,9,"12","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"40",2017,30,8,13,9,"12","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","52-.001-.006-.","Monotomidae","Rhizophagus","perforatus","Rhizophagus perforatus",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",3,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","16-.011-.013-.","Leiodidae","Agathidium","nigripenne","Agathidium nigripenne",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","80-.005-.006-.","Melandryidae","Orchesia","undulata","Orchesia undulata",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","Calvia decemguttata",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",9,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","23-.114-.007-.","Staphylinidae","Tachyporus","hypnorum","Tachyporus hypnorum",3,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",9,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",3,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",3,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",1,"Understorey","Ground"
"40",2017,21,6,5,7,"7","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,21,6,5,7,"7","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Understorey","Ground"
"40",2017,21,6,5,7,"7","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",3,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","Phyllotreta vittula",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","55-.008-.020-.","Cryptophagidae","Cryptophagus","micaceus","Cryptophagus micaceus",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","53-.015-.001-.","Cucujidae","Pediacus","depressus","Pediacus depressus",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",5,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",2,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Understorey","Ground"
"40",2017,13,9,27,9,"13","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","58-.004-.010-.","Latridiidae","Enicmus","fungicola","Enicmus fungicola",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","Placonotus testaceus",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","Trypodendron signatum",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",8,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",3,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",3,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",1,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","Placonotus testaceus",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","o","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",3,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",4,"Understorey","Ground"
"40",2017,7,6,21,6,"6","o","73-.004-.010-.","Scraptiidae","Anaspis","maculata","Anaspis maculata",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","91-.038-.003-.","Curculionidae","Trypodendron","lineatum","Trypodendron lineatum",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","91-.011-.001-.","Curculionidae","Hylesinus","crenatus","Hylesinus crenatus",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",3,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",9,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","12-.009-.001-.","Silphidae","Phosphuga","atrata","Phosphuga atrata",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",46,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","37-.001-.002-.","Throscidae","Trixagus","dermestoides","Trixagus dermestoides",8,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","31-.007-.001-.","Cleridae","Thanasimus","formicarius","Thanasimus formicarius",1,"Understorey","Ground"
"40",2017,2,8,16,8,"10","o","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",8,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","27-.009-.022-.","Cantharidae","Malthodes","pumilus","Malthodes pumilus",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",5,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","27-.008-.005-.","Cantharidae","Malthinus","facialis","Malthinus facialis",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",3,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","01-.065-.026-.","Carabidae","Amara","familiaris","Amara familiaris",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","01-.065-.026-.","Carabidae","Amara","familiaris","Amara familiaris",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",5,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","o","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",17,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","81-.001-.001-.","Tenebrionidae","Lagria","hirta","Lagria hirta",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","12-.001-.006-.","Silphidae","Nicrophorus","vespilloides","Nicrophorus vespilloides",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",60,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",13,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",4,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",2,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","492.002-.002-.","Cerylonidae","Cerylon","histeroides","Cerylon histeroides",3,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",3,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",8,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"40",2017,26,4,10,5,"3","o","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",4,"Understorey","Ground"
"40",2017,7,6,21,6,"6","o","37-.001-.003-.","Throscidae","Trixagus","carinifrons","Trixagus carinifrons",28,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","34-.016-.002-.","Elateridae","Melanotus","villosus","Melanotus villosus",2,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",4,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","23-.080-.010-.","Staphylinidae","Xantholinus","linearis","Xantholinus linearis",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",2,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",2,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","o","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","Nemozoma elongatum",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","o","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Understorey","Ground"
"40",2017,13,9,27,9,"13","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Understorey","Ground"
"40",2017,13,9,27,9,"13","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Lignyodes enucleator",2,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","31-.007-.001-.","Cleridae","Thanasimus","formicarius","Thanasimus formicarius",5,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","90-.010-.001-.","Anthribidae","Platystomos","albinus","Platystomos albinus",2,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","Calvia quatuordecimguttata",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",2,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",19,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",5,"Understorey","Ground"
"40",2017,10,5,10,23,"4","o","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","29-.006-.0032.","Malachiidae","Malachius","bipustulatus","Malachius bipustulatus",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",3,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",2,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","31-.007-.001-.","Cleridae","Thanasimus","formicarius","Thanasimus formicarius",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","27-.002-.025-.","Cantharidae","Cantharis","decipiens","Cantharis decipiens",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","27-.008-.004-.","Cantharidae","Malthinus","balteatus","Malthinus balteatus",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","492.002-.003-.","Cerylonidae","Cerylon","ferrugineum","Cerylon ferrugineum",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","31-.002-.001-.","Cleridae","Tillus","elongatus","Tillus elongatus",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","93-.021-.015-.","Curculionidae","Phyllobius","glaucus","Phyllobius glaucus",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","68-.008-.002-.","Ptinidae","Oligomerus","brunneus","Oligomerus brunneus",2,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",2,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",5,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",2,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",2,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",2,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",6,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","59-.004-.003-.","Mycetophagidae","Mycetophagus","piceus","Mycetophagus piceus",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","55-.014-.014-.","Cryptophagidae","Atomaria","fuscata","Atomaria fuscata",1,"Understorey","Ground"
"40",2017,7,6,21,6,"6","u","91-.038-.003-.","Curculionidae","Trypodendron","lineatum","Trypodendron lineatum",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","58-.004-.014-.","Latridiidae","Enicmus","transversus","Enicmus transversus",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","34-.041-.001-.","Elateridae","Athous","haemorrhoidalis","Athous haemorrhoidalis",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","o","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"40",2017,5,7,19,7,"8","o","37-.001-.002-.","Throscidae","Trixagus","dermestoides","Trixagus dermestoides",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","o","37-.001-.002-.","Throscidae","Trixagus","dermestoides","Trixagus dermestoides",1,"Understorey","Ground"
"40",2017,13,9,27,9,"13","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","74-.003-.002-.","Aderidae","Euglenes","oculatus","Euglenes oculatus",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Lignyodes enucleator",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
