"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Ref","Number","Stratum","TreeSp"
"41",2018,11,4,24,4,2,"o","31-.007-.001-.","Cleridae","Thanasimus","formicarius","L., 1758",8,"Understorey","Ground"
"41",2018,4,7,17,7,8,"u","68-.008-.002-.","Ptinidae","Oligomerus","brunneus","Olivier, 1790",3,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Blandf., 1894",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","F., 1792",18,"Understorey","Ground"
"41",2018,8,5,22,5,4,"o","93-.021-.014-.","Curculionidae","Phyllobius","pomaceus Gyll., 1834",NA,1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"o","93-.021-.014-.","Curculionidae","Phyllobius","pomaceus Gyll., 1834",NA,1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","10-.020-.002-.","Histeridae","Paromalus","parallelepipedus","Herbst, 1791",1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","21-.002-.003-.","Ptiliidae","Ptenidium","turgidum , 1855",NA,1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.",NA,18,"Understorey","Ground"
"41",2018,4,7,17,7,8,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",1,"Understorey","Ground"
"41",2018,4,7,17,7,8,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",3,"Understorey","Ground"
"41",2018,4,7,17,7,8,"u","60-.013-.005-.","Zopheridae","Synchita","undata Guér.Mén., 1844",NA,1,"Understorey","Ground"
"41",2018,4,7,17,7,8,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",13,"Understorey","Ground"
"41",2018,4,7,17,7,8,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"41",2018,4,7,17,7,8,"u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","L., 1758",4,"Understorey","Ground"
"41",2018,19,6,4,7,7,"u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","L., 1758",1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","34-.041-.001-.","Elateridae","Athous","haemorrhoidalis","F., 1801",4,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","36-.001-.001-.","Eucnemidae","Melasis","buprestoides","L., 1761",1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","36-.001-.001-.","Eucnemidae","Melasis","buprestoides","L., 1761",2,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Bonv., 1859",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","F., 1792",4,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","531.011-.001-.","Silvanidae","Uleiota","planatus","L., 1761",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis Er., 1846",NA,1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","54-.003-.004-.","Erotylidae","Dacne","bipustulata","Thunb., 1781",1,"Understorey","Ground"
"41",2018,22,5,5,6,5,"o","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.",NA,1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"41",2018,19,6,4,7,7,"u","60-.013-.005-.","Zopheridae","Synchita","undata Guér.Mén., 1844",NA,1,"Understorey","Ground"
"41",2018,19,6,4,7,7,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"o","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"o","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","L., 1758",3,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","34-.0342.001-.","Elateridae","Nothodes","parvulus","Panzer, 1799",3,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Bonv., 1859",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"o","87-.011-.003-.","Cerambycidae","Rhagium","mordax","DeGeer, 1775",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","68-.0011.001-.","Ptinidae","Ptinomorphus","imperialis","L., 1767",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","711.005-.001-.","Salpingidae","Vincenzellus","ruficollis","Panzer, 1794",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","711.006-.002-.","Salpingidae","Salpingus","planirostris","F., 1787",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","L., 1761",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","87-.011-.003-.","Cerambycidae","Rhagium","mordax","DeGeer, 1775",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","27-.002-.008-.","Cantharidae","Cantharis","pellucida F., 1792",NA,1,"Understorey","Ground"
"41",2018,19,6,4,7,7,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",1,"Understorey","Ground"
"41",2018,19,6,4,7,7,"u","68-.008-.002-.","Ptinidae","Oligomerus","brunneus","Olivier, 1790",1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","34-.033-.004-.","Elateridae","Denticollis","linearis","L., 1758",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",25,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","50-.009-.005-.","Nitidulidae","Epuraea","neglecta","Heer, 1841",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"o","90-.010-.001-.","Anthribidae","Platystomos","albinus","L., 1758",3,"Understorey","Ground"
"41",2018,11,4,24,4,2,"o","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",5,"Understorey","Ground"
"41",2018,19,6,4,7,7,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",8,"Understorey","Ground"
"41",2018,19,6,4,7,7,"u","60-.003-.001-.","Zopheridae","Pycnomerus","terebrans","Olivier, 1790",1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","24-.006-.013-.","Staphylinidae","Euplectus","punctatus Muls.Rey, 1861",NA,1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","01-.086-.003-.","Carabidae","Brachinus","explodens Duft., 1812",NA,1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","30-.005-.008-.","Dasytidae","Dasytes","plumbeus (O. Müller, 1776)",NA,1,"Understorey","Ground"
"41",2018,8,5,22,5,4,"u","31-.007-.001-.","Cleridae","Thanasimus","formicarius","L., 1758",4,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","01-.065-.026-.","Carabidae","Amara","familiaris","Duft., 1812",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","31-.007-.001-.","Cleridae","Thanasimus","formicarius","L., 1758",2,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"41",2018,11,4,24,4,2,"u","01-.029-.090-.","Carabidae","Bembidion","quadrimaculatum","L., 1760",1,"Understorey","Ground"
"42",2018,17,7,1,8,9,"o","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Bonv., 1859",2,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","L., 1758",1,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",5,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",19,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,4,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",2,"Understorey","Ground"
"42",2018,17,7,1,8,9,"o","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",2,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","58-.004-.014-.","Latridiidae","Enicmus","transversus","Olivier, 1790",1,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",1,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","60-.013-.005-.","Zopheridae","Synchita","undata Guér.Mén., 1844",NA,1,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","601.008-.003-.","Corylophidae","Orthoperus","atomus","Gyll., 1808",1,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",63,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","711.006-.002-.","Salpingidae","Salpingus","planirostris","F., 1787",2,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",13,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","60-.013-.005-.","Zopheridae","Synchita","undata Guér.Mén., 1844",NA,3,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","93-.109-.006-.","Curculionidae","Bradybatus","fallax Gerst., 1860",NA,1,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","90-.010-.001-.","Anthribidae","Platystomos","albinus","L., 1758",3,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Bonv., 1859",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","711.006-.002-.","Salpingidae","Salpingus","planirostris","F., 1787",4,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","L., 1761",4,"Understorey","Ground"
"42",2018,17,7,1,8,9,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",13,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","90-.010-.001-.","Anthribidae","Platystomos","albinus","L., 1758",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",4,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","F., 1792",27,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",544,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Blandf., 1894",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","F., 1792",17,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",13,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",4,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.0061.002-.","Latridiidae","Stephostethus","angusticollis","Gyll., 1827",1,"Understorey","Ground"
"42",2018,17,7,1,8,9,"o","27-.008-.001-.","Cantharidae","Malthinus","flaveolus","Herbst, 1786",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","541.002-.001-.","Biphyllidae","Diplocoelus","fagi","Chevr., 1837",1,"Understorey","Ground"
"42",2018,17,7,1,8,9,"o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",1,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","27-.009-.022-.","Cantharidae","Malthodes","pumilus (Brébis., 1835)",NA,1,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","37-.001-.002-.","Throscidae","Trixagus","dermestoides","L., 1767",40,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Bonv., 1859",1,"Understorey","Ground"
"42",2018,5,6,19,6,6,"o","37-.001-.002-.","Throscidae","Trixagus","dermestoides","L., 1767",29,"Understorey","Ground"
"42",2018,5,6,19,6,6,"o","87-.027-.0031.","Cerambycidae","Leptura","quadrifasciata L., 1758",NA,1,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","21-.012-.002-.","Ptiliidae","Ptinella","limbata","Heer, 1841",3,"Understorey","Ground"
"42",2018,22,5,5,6,5,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Understorey","Ground"
"42",2018,22,5,5,6,5,"u","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.",NA,3,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",3,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",56,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","68-.005-.002-.","Ptinidae","Xestobium","rufovillosum","DeGeer, 1774",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",20,"Understorey","Ground"
"42",2018,22,5,5,6,5,"u","27-.008-.009-.","Cantharidae","Malthinus","biguttatus","L., 1758",1,"Understorey","Ground"
"42",2018,11,9,26,9,13,"o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Understorey","Ground"
"42",2018,11,9,26,9,13,"o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Westw., 1839",1,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Westw., 1839",1,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",6,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",6,"Understorey","Ground"
"42",2018,11,9,26,9,13,"u","711.006-.002-.","Salpingidae","Salpingus","planirostris","F., 1787",2,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",26,"Understorey","Ground"
"42",2018,22,5,5,6,5,"u","24-.006-.013-.","Staphylinidae","Euplectus","punctatus Muls.Rey, 1861",NA,1,"Understorey","Ground"
"42",2018,22,5,5,6,5,"u","24-.006-.013-.","Staphylinidae","Euplectus","punctatus Muls.Rey, 1861",NA,1,"Understorey","Ground"
"42",2018,22,5,5,6,5,"u","27-.008-.009-.","Cantharidae","Malthinus","biguttatus","L., 1758",1,"Understorey","Ground"
"42",2018,24,4,8,5,3,"u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","F., 1792",3,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","F., 1787",2,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","601.008-.003-.","Corylophidae","Orthoperus","atomus","Gyll., 1808",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","68-.0011.001-.","Ptinidae","Ptinomorphus","imperialis","L., 1767",2,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","711.006-.002-.","Salpingidae","Salpingus","planirostris","F., 1787",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","72-.001-.002-.","Pyrochroidae","Pyrochroa","serraticornis","Scop., 1763",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","L., 1758",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","F., 1792",152,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",328,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.0061.002-.","Latridiidae","Stephostethus","angusticollis","Gyll., 1827",1,"Understorey","Ground"
"42",2018,29,8,11,9,12,"u","711.006-.002-.","Salpingidae","Salpingus","planirostris","F., 1787",1,"Understorey","Ground"
"42",2018,29,8,11,9,12,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",3,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","27-.008-.009-.","Cantharidae","Malthinus","biguttatus","L., 1758",1,"Understorey","Ground"
"42",2018,22,5,5,6,5,"o","27-.008-.009-.","Cantharidae","Malthinus","biguttatus","L., 1758",1,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","F., 1787",1,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",12,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",3,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","601.008-.004-.","Corylophidae","Orthoperus","corticalis","L. Redt., 1845",1,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",1,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","L., 1758",2,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","711.006-.002-.","Salpingidae","Salpingus","planirostris","F., 1787",1,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","27-.008-.001-.","Cantharidae","Malthinus","flaveolus","Herbst, 1786",4,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","F., 1792",5,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","531.006-.002-.","Silvanidae","Silvanus","unidentatus","Olivier, 1790",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","531.011-.001-.","Silvanidae","Uleiota","planatus","L., 1761",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis Er., 1846",NA,1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.0061.002-.","Latridiidae","Stephostethus","angusticollis","Gyll., 1827",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.0061.002-.","Latridiidae","Stephostethus","angusticollis","Gyll., 1827",1,"Understorey","Ground"
"42",2018,29,8,11,9,12,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",8,"Understorey","Ground"
"42",2018,24,4,8,5,3,"u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","F., 1792",63,"Understorey","Ground"
"42",2018,24,4,8,5,3,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",51,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Westw., 1839",3,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",9,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",23,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",11,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","601.008-.004-.","Corylophidae","Orthoperus","corticalis","L. Redt., 1845",1,"Understorey","Ground"
"42",2018,16,8,29,8,11,"u","88-.049-.021-.","Chrysomelidae","Phyllotreta","nigripes","F., 1775",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","83-.023-.008-.","Tenebrionidae","Corticeus","fasciatus","F., 1790",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","87-.011-.003-.","Cerambycidae","Rhagium","mordax","DeGeer, 1775",1,"Understorey","Ground"
"42",2018,27,3,11,4,1,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",28,"Understorey","Ground"
"42",2018,1,8,16,8,10,"o","","","kein Glas","",NA,0,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,15,"Understorey","Ground"
"42",2018,27,3,11,4,1,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",447,"Understorey","Ground"
"42",2018,27,3,11,4,1,"u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","F., 1792",411,"Understorey","Ground"
"42",2018,1,8,16,8,10,"u","55-.008-.020-.","Cryptophagidae","Cryptophagus","micaceus Rey, 1889",NA,1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,5,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","27-.002-.025-.","Cantharidae","Cantharis","decipiens Baudi, 1872",NA,1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","30-.005-.008-.","Dasytidae","Dasytes","plumbeus (O. Müller, 1776)",NA,1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","34-.033-.004-.","Elateridae","Denticollis","linearis","L., 1758",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","34-.0342.001-.","Elateridae","Nothodes","parvulus","Panzer, 1799",2,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","34-.041-.001-.","Elateridae","Athous","haemorrhoidalis","F., 1801",6,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,6,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",2,"Understorey","Ground"
"42",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","28-.001-.001-.","Drilidae","Drilus","concolor Ahr., 1812",NA,1,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","31-.007-.001-.","Cleridae","Thanasimus","formicarius","L., 1758",1,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","L., 1761",5,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","34-.041-.001-.","Elateridae","Athous","haemorrhoidalis","F., 1801",2,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","37-.001-.002-.","Throscidae","Trixagus","dermestoides","L., 1767",4,"Understorey","Ground"
"42",2018,5,6,19,6,6,"u","37-.001-.0033.","Throscidae","Trixagus","meybohmi Leseign., 2005",NA,1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.003-.0081.","Latridiidae","Latridius","hirtus Gyll., 1827",NA,1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Understorey","Ground"
"42",2018,8,5,22,5,4,"u","58-.004-.012-.","Latridiidae","Enicmus","rugosus","Herbst, 1793",1,"Understorey","Ground"
